lead_id,lead_source,customer_age_group,customer_location,vehicle_type,new_or_used,budget_range,finance_enquiry,trade_in,test_drive_completed,quote_provided,previous_customer,response_time_hours,follow_up_count,days_since_enquiry,converted
L1430,Referral,25-34,Nearby Suburb,Ute,Used,High,1,0,0,0,0,9.5,0,6,1
L1431,Phone,35-44,Nearby Suburb,SUV,New,Medium,0,1,0,0,0,15.2,4,6,0
L1432,Phone,35-44,Nearby Suburb,SUV,Used,Low,0,0,1,1,0,4.6,4,30,1
L1433,Phone,18-24,Nearby Suburb,SUV,New,Low,1,0,0,1,1,3.4,1,37,1
L1434,Carsales,35-44,Far Suburb,EV,New,Medium,0,0,0,0,0,6.1,5,14,0
L1435,Website,45-54,Local,Sedan,New,Medium,1,0,0,0,0,15.7,2,4,1
L1436,Website,25-34,Local,Ute,Demo,Medium,0,0,1,1,0,4.4,2,34,0
L1437,Walk-in,45-54,Local,Hatchback,New,Low,0,1,0,1,0,6.4,3,2,1
L1438,Carsales,35-44,Nearby Suburb,SUV,New,High,0,0,1,1,0,9.5,4,17,0
L1439,Website,55+,Far Suburb,SUV,New,Medium,0,0,1,0,0,10.7,4,42,0
L1440,Carsales,18-24,Local,SUV,New,Low,0,0,0,1,0,8.6,2,14,0
L1441,Social Media,25-34,Far Suburb,Sedan,Used,Medium,1,0,0,0,0,9.7,1,17,0
L1442,Website,35-44,Far Suburb,SUV,New,Medium,1,0,1,0,0,2.7,5,30,1
L1443,Carsales,25-34,Local,SUV,New,High,1,0,1,0,0,5.9,4,43,1
L1444,Phone,45-54,Local,Ute,Used,High,1,1,1,0,0,16.5,5,29,0
L1445,Referral,45-54,Local,EV,New,Low,0,1,0,0,0,5.5,3,7,0
L1446,Website,18-24,Far Suburb,SUV,Used,High,1,1,1,1,1,10.9,3,9,1
L1447,Carsales,35-44,Local,SUV,Used,Medium,0,0,0,0,1,10.2,2,23,0
L1448,Referral,35-44,Nearby Suburb,SUV,New,High,1,0,0,0,1,15.4,3,36,1
L1449,Social Media,25-34,Local,Hatchback,Used,Low,0,0,1,0,1,16.9,1,14,0
L1450,Carsales,55+,Nearby Suburb,Ute,New,Medium,1,1,0,0,0,20.1,2,20,0
L1451,Phone,45-54,Local,SUV,Used,Low,1,1,1,1,1,24.1,4,17,1
L1452,Carsales,45-54,Nearby Suburb,SUV,New,High,1,0,1,0,0,4.5,2,32,0
L1453,Referral,45-54,Far Suburb,Ute,New,Low,1,0,1,1,0,1.3,5,25,1
L1454,Phone,35-44,Far Suburb,Hatchback,Used,Medium,1,1,0,0,1,7.1,4,30,0
L1455,Website,55+,Far Suburb,SUV,Demo,Low,1,1,0,1,0,4.2,2,27,0
L1456,Social Media,45-54,Local,Hatchback,Demo,Low,0,1,1,1,1,5.0,4,27,1
L1457,Carsales,45-54,Nearby Suburb,SUV,Used,Medium,0,1,0,1,0,13.6,1,31,0
L1458,Carsales,45-54,Local,Sedan,New,High,0,1,0,1,1,19.3,4,26,0
L1459,Website,25-34,Local,Ute,New,Medium,0,0,1,1,0,11.1,2,14,0
L1460,Carsales,45-54,Nearby Suburb,Ute,New,High,0,1,0,0,0,5.7,7,21,0
L1461,Walk-in,25-34,Local,Sedan,Used,Low,0,1,1,1,0,11.5,3,28,1
L1462,Carsales,25-34,Nearby Suburb,EV,New,Medium,0,1,0,1,1,15.8,2,15,0
L1463,Website,25-34,Far Suburb,Sedan,Demo,Medium,1,0,0,1,0,2.7,6,30,1
L1464,Carsales,55+,Local,Ute,New,Low,1,0,1,0,0,7.5,1,25,0
L1465,Social Media,45-54,Nearby Suburb,Sedan,New,Medium,0,0,1,0,0,8.0,2,11,0
L1466,Website,45-54,Local,Ute,New,Medium,0,0,1,1,0,8.4,4,44,1
L1467,Social Media,45-54,Local,EV,Used,Medium,0,1,0,0,0,4.7,7,11,0
L1468,Walk-in,35-44,Local,SUV,Used,Medium,0,0,1,0,0,11.7,5,28,1
L1469,Referral,55+,Far Suburb,EV,Used,Medium,1,0,0,0,1,12.5,2,5,1
L1470,Carsales,35-44,Far Suburb,Ute,New,Low,0,1,0,1,0,4.4,4,28,0
L1471,Phone,25-34,Far Suburb,Ute,Used,Low,1,0,0,1,0,22.4,5,8,0
L1472,Carsales,25-34,Far Suburb,SUV,New,Medium,1,0,1,0,0,3.5,2,26,0
L1473,Referral,45-54,Local,Ute,Demo,Low,1,0,0,0,0,5.5,2,6,0
L1474,Walk-in,45-54,Local,Ute,Used,Low,0,1,0,0,0,3.2,1,32,0
L1475,Walk-in,25-34,Nearby Suburb,SUV,New,Medium,1,0,0,0,1,2.8,1,32,0
L1476,Carsales,18-24,Nearby Suburb,EV,Used,Medium,0,1,0,1,0,10.3,3,12,0
L1477,Referral,45-54,Local,SUV,Used,Low,0,0,0,1,0,5.5,4,6,1
L1478,Carsales,18-24,Local,SUV,New,Medium,0,1,1,0,0,17.0,2,13,0
L1479,Referral,45-54,Nearby Suburb,Sedan,Demo,Medium,0,0,0,1,0,4.8,1,39,0
L1480,Phone,55+,Nearby Suburb,Hatchback,New,Low,0,0,1,1,0,5.6,1,40,0
L1481,Referral,35-44,Local,Hatchback,New,Medium,0,0,1,0,0,15.5,5,44,0
L1482,Website,25-34,Nearby Suburb,SUV,New,Medium,1,0,0,0,1,3.8,1,34,0
L1483,Phone,45-54,Nearby Suburb,EV,New,Medium,1,0,1,1,0,6.6,2,23,1
L1484,Website,45-54,Nearby Suburb,SUV,Used,Medium,0,0,0,0,0,22.2,2,41,0
L1485,Walk-in,35-44,Local,SUV,New,Low,0,0,1,1,0,0.7,1,17,1
L1486,Walk-in,55+,Nearby Suburb,SUV,Used,Medium,1,0,1,0,0,2.7,4,1,1
L1487,Walk-in,18-24,Local,Hatchback,New,Medium,0,0,0,1,1,24.7,2,7,0
L1488,Carsales,35-44,Local,EV,Demo,High,1,0,1,1,0,12.6,2,13,0
L1489,Walk-in,45-54,Nearby Suburb,Hatchback,Used,High,1,1,0,1,1,11.6,2,14,1
L1490,Phone,45-54,Nearby Suburb,Ute,Used,Medium,0,1,0,1,0,2.7,4,17,0
L1491,Website,25-34,Local,SUV,New,Low,0,0,1,1,0,10.0,8,30,0
L1492,Walk-in,45-54,Nearby Suburb,Sedan,New,Low,0,0,0,1,0,4.5,2,34,0
L1493,Website,35-44,Nearby Suburb,Sedan,New,Low,0,1,0,0,0,17.3,3,27,0
L1494,Website,25-34,Nearby Suburb,Sedan,Used,Medium,0,0,0,0,0,17.9,3,25,0
L1495,Carsales,25-34,Nearby Suburb,SUV,Demo,Low,1,1,1,1,0,6.0,0,44,1
L1496,Carsales,45-54,Nearby Suburb,Hatchback,New,Medium,0,0,0,1,0,13.3,3,35,0
L1497,Carsales,25-34,Nearby Suburb,Sedan,New,Low,0,1,1,0,0,12.1,3,9,0
L1498,Phone,25-34,Local,Ute,Demo,High,1,0,0,0,0,8.5,7,6,0
L1499,Walk-in,25-34,Local,Sedan,New,Low,0,1,0,1,0,4.6,3,26,0
L1500,Referral,45-54,Local,SUV,Used,High,0,0,1,0,1,6.6,2,38,0
